ID	station	lon	lat	elevation	EGM08	EGM96	satellite				
0000000008506	R_PARANA_PARANA-TRIB-03_KM2537	-52.62	-20.71	283.1	-4.93	-5.06	SENTINEL3A				
0000000008434	R_PARANA_PARDO_KM2379	-52.38	-21.66	251.1	-4.44	-4.53	SENTINEL3A				
0000000008436	R_PARANA_PARDO_KM2391	-52.49	-21.69	256.6	-4.24	-4.38	SENTINEL3B				
0000000000686	R_AMAZONAS_GUAPORE_KM3832	-60.24	-14.19	175.9	15.56	15.78	SENTINEL3B				
0000000008435	R_PARANA_PARDO_KM2438	-52.85	-21.67	266.8	-3.71	-3.65	SENTINEL3B				
0000000000588	R_AMAZONAS_CUNIUA-TRIB-02_KM2719	-65.76	-6.36	48.8	10.88	11.11	SENTINEL3B				
0000000001275	R_AMAZONAS_CURICURIARI_KM2348	-67.11	-0.27	58.3	5.26	4.17	SENTINEL3B				
0000000001276	R_AMAZONAS_CURICURIARI_KM2367	-67.21	-0.29	58.6	5.65	4.57	SENTINEL3B				
0000000001273	R_AMAZONAS_CURICURIARI_KM2427	-67.55	-0.37	58.8	6.83	5.75	SENTINEL3A				
0000000001274	R_AMAZONAS_CURICURIARI_KM2482	-67.73	-0.53	59.3	7.55	6.57	SENTINEL3A				
0000000012901	R_ZAMBEZI_ZAMBEZE_KM2854	23.34	-11.58	1084.1	1.28	1.47	JASON2				
0000000012639	R_ZAMBEZI_ZAMBEZI_KM0960	29.86	-15.61	337.8	-6.22	-6.39	SENTINEL3B				
0000000012673	R_ZAMBEZI_ZAMBEZI_KM0961	29.85	-15.61	337.8	-6.23	-6.38	SENTINEL3A				
0000000000551	R_AMAZONAS_CURUA-TRIB-03_KM1434	-54.78	-7.47	208	-15.91	-17.95	SENTINEL3B				
0000000012630	R_ZAMBEZI_ZAMBEZI_KM1013	29.41	-15.69	344.8	-5.04	-4.91	SENTINEL3A				
0000000000552	R_AMAZONAS_CURUA-TRIB-03_KM1438	-54.79	-7.5	208	-15.83	-17.88	SENTINEL3B				
0000000000550	R_AMAZONAS_CURUA-UNA_KM0520	-54.18	-2.67	3.8	-20.34	-19.48	SENTINEL3A				
0000000012654	R_ZAMBEZI_ZAMBEZI_KM1019	29.36	-15.71	346.7	-4.87	-4.71	SENTINEL3B				
0000000012657	R_ZAMBEZI_ZAMBEZI_KM1069	29	-15.94	363.4	-3.28	-2.7	SENTINEL3B				
0000000000722	R_AMAZONAS_HUALLAGA_KM4451	-76.72	-7.29	268.8	11.31	8.36	SENTINEL3A				
0000000000586	R_AMAZONAS_CURURU_KM1385	-58.08	-7.25	101.4	-6.65	-8.72	SENTINEL3B				
0000000000687	R_AMAZONAS_GUAPORE_KM3838	-60.23	-14.22	176.3	15.59	15.81	SENTINEL3B				
0000000000688	R_AMAZONAS_GUAPORE_KM3847	-60.22	-14.26	176.7	15.65	15.86	SENTINEL3B				
0000000000725	R_AMAZONAS_HUALLAGA_KM4594	-76.59	-8.08	455.1	14.75	10.9	SENTINEL3B				
0000000012641	R_ZAMBEZI_ZAMBEZI_KM1444	26.96	-17.97	484.1	4.23	4.17	SENTINEL3B				
0000000000736	R_AMAZONAS_IACO_KM4182	-69.13	-10.08	171.4	27.25	26.39	SENTINEL3A				
0000000000729	R_AMAZONAS_HUALLAGA_KM4640	-76.46	-8.24	473.8	14.48	11.45	SENTINEL3B				
0000000012644	R_ZAMBEZI_ZAMBEZI_KM1479	26.69	-18.07	486.9	5.05	5.05	SENTINEL3B				
0000000000742	R_AMAZONAS_IACO_KM4242	-69.43	-10.23	184.7	27.5	26.82	SENTINEL3B				
0000000012628	R_ZAMBEZI_ZAMBEZI_KM1509	26.49	-17.98	513.3	6.17	5.9	SENTINEL3A				
0000000000741	R_AMAZONAS_IACO_KM4273	-69.54	-10.31	193.9	27.7	27.13	SENTINEL3B				
0000000012642	R_ZAMBEZI_ZAMBEZI_KM1629	25.7	-17.84	895.6	8.67	8.21	SENTINEL3B				
0000000012626	R_ZAMBEZI_ZAMBEZI_KM1645	25.59	-17.84	899.6	9.01	8.43	SENTINEL3A				
0000000000735	R_AMAZONAS_IACO_KM4363	-69.95	-10.57	214.7	29.09	28.37	SENTINEL3A				
0000000001290	R_AMAZONAS_CURICURIARI_KM2546	-67.95	-0.67	61.3	8.43	7.54	SENTINEL3B				
0000000000737	R_AMAZONAS_IACO_KM4368	-69.98	-10.59	220.3	29.14	28.42	SENTINEL3A				
0000000012629	R_ZAMBEZI_ZAMBEZI_KM1691	25.22	-17.77	922.5	8.97	8.46	SENTINEL3A				
0000000000794	R_AMAZONAS_ICHILO-TRIB-01_KM3874	-64.76	-16.85	184.5	20.47	21.45	SENTINEL3A				
0000000000891	R_AMAZONAS_ISIBORO_KM3747	-65.19	-16.18	174.5	20.97	21.75	SENTINEL3B				
0000000012631	R_ZAMBEZI_ZAMBEZI_KM1704	25.15	-17.71	923.3	8.7	8.23	SENTINEL3B				
0000000012678	R_ZAMBEZI_ZAMBEZI_KM1780	24.73	-17.5	928.8	8.36	7.82	SENTINEL3A				
0000000012640	R_ZAMBEZI_ZAMBEZI_KM1785	24.69	-17.5	928.8	8.39	7.85	SENTINEL3B				
0000000012656	R_ZAMBEZI_ZAMBEZI_KM1839	24.27	-17.49	933	9.02	8.53	SENTINEL3B				
0000000012665	R_ZAMBEZI_ZAMBEZI_KM1851	24.2	-17.42	938.3	9.21	8.64	SENTINEL3A				
0000000008420	R_PARANA_PARDO-TRIB-01_KM2551	-53.25	-20.99	293.1	-3.46	-3.43	SENTINEL3B				
0000000012676	R_ZAMBEZI_ZAMBEZI_KM1915	23.92	-16.97	954.9	9.28	8.8	SENTINEL3A				
0000000008419	R_PARANA_PARDO-TRIB-01_KM2613	-53.56	-20.68	318.2	-2.8	-2.81	SENTINEL3A				
0000000012632	R_ZAMBEZI_ZAMBEZI_KM1978	23.55	-16.63	979.3	8.88	8.7	SENTINEL3B				
0000000008511	R_PARANA_PIQUIRI_KM2081	-53.61	-24.25	243.4	2	2.25	SENTINEL3A				
0000000012655	R_ZAMBEZI_ZAMBEZI_KM1981	23.54	-16.62	981	8.85	8.68	SENTINEL3B				
0000000012672	R_ZAMBEZI_ZAMBEZI_KM2086	23.23	-15.95	1000.4	7.61	7.92	SENTINEL3A				
0000000012660	R_ZAMBEZI_ZAMBEZI_KM2102	23.21	-15.84	1001.6	7.39	7.78	JASON2				
0000000012645	R_ZAMBEZI_ZAMBEZI_KM2217	22.93	-15.27	1011.2	6.84	7.46	SENTINEL3B				
0000000012646	R_ZAMBEZI_ZAMBEZI_KM2221	22.93	-15.24	1011.5	6.81	7.42	SENTINEL3B				
0000000001291	R_AMAZONAS_CURICURIARI_KM2614	-68.23	-0.67	63	9.2	8.44	SENTINEL3B				
0000000001289	R_AMAZONAS_CURICURIARI_KM2655	-68.4	-0.74	68.8	9.81	9.2	SENTINEL3A				
0000000012647	R_ZAMBEZI_ZAMBEZI_KM2235	22.95	-15.16	1013.8	6.67	7.27	SENTINEL3B				
0000000012648	R_ZAMBEZI_ZAMBEZI_KM2267	22.99	-14.93	1016.6	6.32	6.83	SENTINEL3B				
0000000000587	R_AMAZONAS_CURURU_KM1509	-57.62	-7.62	103.6	-7.43	-9.46	SENTINEL3B				
0000000000585	R_AMAZONAS_CURURU_KM1540	-57.51	-7.69	105.6	-7.61	-9.66	SENTINEL3A				
0000000000892	R_AMAZONAS_ISIBORO_KM3766	-65.21	-16.28	175.6	20.97	21.48	SENTINEL3B				
0000000012649	R_ZAMBEZI_ZAMBEZI_KM2273	23.01	-14.89	1018.4	6.25	6.75	SENTINEL3B				
0000000000606	R_AMAZONAS_DOS-APIACAS_KM1718	-57.12	-9.4	176.4	-6.57	-6.34	SENTINEL3A				
0000000000607	R_AMAZONAS_DOS-APIACAS_KM1723	-57.12	-9.43	177.7	-6.52	-6.23	SENTINEL3A				
0000000012650	R_ZAMBEZI_ZAMBEZI_KM2279	23.01	-14.85	1018.4	6.2	6.68	SENTINEL3B				
0000000000610	R_AMAZONAS_DOS-APIACAS_KM1726	-57.1	-9.45	177.7	-6.5	-6.14	SENTINEL3B				
0000000012651	R_ZAMBEZI_ZAMBEZI_KM2286	23.02	-14.8	1018.5	6.14	6.59	SENTINEL3B				
0000000012652	R_ZAMBEZI_ZAMBEZI_KM2295	23.04	-14.72	1019.9	6.03	6.44	SENTINEL3B				
0000000012633	R_ZAMBEZI_ZAMBEZI_KM2309	23.08	-14.63	1020	5.88	6.25	SENTINEL3B				
0000000000720	R_AMAZONAS_HUALLAGA_KM4752	-76.16	-8.79	532.4	16.68	15.44	JASON2				
0000000012653	R_ZAMBEZI_ZAMBEZI_KM2366	23.17	-14.21	1026.6	5.48	5.56	SENTINEL3B				
0000000000723	R_AMAZONAS_HUALLAGA_KM4766	-76.14	-8.89	543.2	17.29	16.65	SENTINEL3A				
0000000012634	R_ZAMBEZI_ZAMBEZI_KM2557	22.71	-13.01	1050.1	4.45	4.06	SENTINEL3B				
0000000012635	R_ZAMBEZI_ZAMBEZI_KM2596	22.65	-12.74	1053	4.23	3.99	SENTINEL3B				
0000000012643	R_ZAMBEZI_ZAMBEZI_KM2608	22.59	-12.66	1054.9	4.25	4.06	SENTINEL3B				
0000000012636	R_ZAMBEZI_ZAMBEZI_KM2632	22.59	-12.47	1056.9	4.02	3.94	SENTINEL3B				
0000000008513	R_PARANA_PIQUIRI_KM2176	-53.16	-24.39	280.3	1.28	1.82	SENTINEL3B				
0000000001421	R_AMAZONAS_ENVIRA-TRIB-03_KM0858	-56.72	-2.88	6.9	-16.23	-15.94	SENTINEL3A				
0000000000632	R_AMAZONAS_ENVIRA-TRIB-05_KM0874	-56.99	-2.71	7.2	-15.65	-15.25	SENTINEL3A				
0000000008512	R_PARANA_PIQUIRI_KM2294	-52.8	-24.82	337	1.6	2.22	SENTINEL3A				
0000000001288	R_AMAZONAS_CURICURIARI_KM2671	-68.47	-0.75	70.6	10.03	9.47	JASON2				
0000000000633	R_AMAZONAS_ENVIRA-TRIB-05_KM0903	-57.2	-2.79	7.2	-15.16	-14.69	SENTINEL3B				
0000000002016	R_AMAZONAS_ENVIRA-TRIB-05_KM0966	-57.62	-3.01	7.2	-14.21	-13.86	SENTINEL3A				
0000000000200	R_AMAZONAS_ENVIRA-TRIB-08_KM0950	-57.11	-3.2	8.6	-14.79	-14.35	SENTINEL3A				
0000000000647	R_AMAZONAS_FRESCO_KM1148	-51.8	-6.68	183.2	-18.97	-21.27	SENTINEL3B				
0000000000642	R_AMAZONAS_FRESCO_KM1208	-51.69	-7.01	188.8	-18.38	-21.06	ENVISAT				
0000000000890	R_AMAZONAS_ISIBORO_KM3793	-65.34	-16.37	179.3	21.65	21.77	SENTINEL3B				
0000000000648	R_AMAZONAS_FRESCO_KM1239	-51.55	-7.18	194	-18.16	-20.99	SENTINEL3B				
0000000000646	R_AMAZONAS_FRESCO_KM1255	-51.45	-7.22	197.7	-18.11	-20.99	SENTINEL3A				
0000000002052	R_AMAZONAS_ITOMANAS_KM3009	-64.35	-12.56	133.1	24.7	23.23	SENTINEL3B				
0000000000598	R_AMAZONAS_DARAA_KM2084	-64.8	-0.19	39.8	-1.78	-2.64	SENTINEL3A				
0000000002049	R_AMAZONAS_ITOMANAS_KM3011	-64.35	-12.57	130.5	24.72	23.25	SENTINEL3B				
0000000008457	R_PARANA_RIACHO-MONTE-LINDO-GRANDE_KM1399	-57.87	-25.88	55.5	17.3	16.74	SENTINEL3A				
0000000000601	R_AMAZONAS_DEMINI_KM1851	-62.87	-0.4	25.9	-5.76	-6.68	SENTINEL3A				
0000000002050	R_AMAZONAS_ITOMANAS_KM3029	-64.33	-12.65	133.1	24.89	23.52	SENTINEL3B				
0000000000612	R_AMAZONAS_DOS-MARMELOS_KM1922	-61.86	-7.07	40.2	1.27	0.77	SENTINEL3B				
0000000002051	R_AMAZONAS_ITOMANAS_KM3652	-63.66	-15.58	182.4	24.96	25.28	SENTINEL3B				
0000000000611	R_AMAZONAS_DOS-MARMELOS_KM2085	-61.86	-7.76	45.4	3.9	3.1	SENTINEL3A				
0000000000967	R_AMAZONAS_JAMARI_KM2456	-63.17	-10.12	96.8	15.64	15.42	ENVISAT				
0000000000628	R_AMAZONAS_EIRU_KM3765	-69.88	-6.74	115.5	22.9	22.6	SENTINEL3A				
0000000000968	R_AMAZONAS_JAMARI_KM2516	-63.24	-10.44	130	17.27	17.09	ENVISAT				
0000000000969	R_AMAZONAS_JAMARI_KM2520	-63.24	-10.46	131	17.36	17.19	ENVISAT				
0000000000732	R_AMAZONAS_HUASAGA_KM4339	-76.72	-3.12	173.4	10.44	10.86	SENTINEL3A				
0000000000934	R_AMAZONAS_JARU_KM2486	-62.09	-10.18	113.1	12.07	12.19	SENTINEL3B				
0000000000933	R_AMAZONAS_JARU_KM2507	-62.2	-10.24	118.1	12.71	12.93	JASON2				
0000000000813	R_AMAZONAS_JIPARANA_KM2466	-61.92	-10.1	95.2	11.2	11.14	SENTINEL3B				
0000000001115	R_AMAZONAS_JIPARANA_KM2504	-61.79	-10.38	107.9	11.51	11.66	ENVISAT				
0000000001116	R_AMAZONAS_JIPARANA_KM2547	-61.85	-10.69	122.7	12.56	12.97	ENVISAT				
0000000000814	R_AMAZONAS_JIPARANA_KM2573	-61.93	-10.87	133.8	13.42	13.96	SENTINEL3B				
0000000001543	R_AMAZONAS_JIPARANA_KM2581	-61.94	-10.93	135.5	13.7	14.28	JASON2				
0000000001117	R_AMAZONAS_JIPARANA_KM2601	-61.94	-11.08	147.4	14.29	15	ENVISAT				
0000000001768	R_AMAZONAS_JIPARANA_KM2645	-61.82	-11.38	150.2	15.27	16.2	SENTINEL3B				
0000000001767	R_AMAZONAS_JIPARANA_KM2654	-61.75	-11.41	153.7	15.23	16.15	SENTINEL3A				
0000000008526	R_PARANA_RIACHO-MONTE-LINDO-GRANDE_KM1652	-58.93	-25.39	80.8	19.1	18.96	SENTINEL3A				
0000000012637	R_ZAMBEZI_ZAMBEZI_KM2644	22.56	-12.38	1058.5	3.98	3.94	SENTINEL3B				
0000000008527	R_PARANA_RIACHO-MONTE-LINDO-GRANDE_KM1758	-59.42	-25.1	93.4	19.86	19.94	SENTINEL3A				
0000000001110	R_AMAZONAS_JIPARANA_KM2712	-61.33	-11.56	170.9	14.3	15.38	ENVISAT				
0000000012638	R_ZAMBEZI_ZAMBEZI_KM2653	22.55	-12.3	1058.5	3.96	3.95	SENTINEL3B				
0000000008528	R_PARANA_RIACHO-MONTE-LINDO-GRANDE_KM1766	-59.47	-25.1	97.6	19.95	20.06	SENTINEL3B				
0000000000640	R_AMAZONAS_FRESCO_KM1256	-51.45	-7.22	197.9	-18.1	-20.98	ENVISAT				
0000000001740	R_AMAZONAS_JIPARANA_KM2716	-61.31	-11.57	170.9	14.25	15.34	SENTINEL3A				
0000000000643	R_AMAZONAS_FRESCO_KM1356	-51.14	-7.76	227.2	-17.63	-20.43	ENVISAT				
0000000001114	R_AMAZONAS_JIPARANA_KM2724	-61.24	-11.6	170.9	14.12	15.18	ENVISAT				
0000000000644	R_AMAZONAS_FRESCO_KM1365	-51.16	-7.83	229.9	-17.57	-20.3	ENVISAT				
0000000000733	R_AMAZONAS_HUASAGA_KM4352	-76.77	-3.06	177	10.43	10.81	SENTINEL3B				
0000000000734	R_AMAZONAS_HUAYABAMBA_KM4453	-76.77	-7.28	277	11.66	8.68	SENTINEL3B				
0000000001983	R_AMAZONAS_ICA_KM2984	-70.08	-2.66	66.9	16.52	15.97	SENTINEL3A				
0000000000747	R_AMAZONAS_ICA_KM2997	-70.14	-2.7	67.6	16.65	16.06	ENVISAT				
0000000000627	R_AMAZONAS_LAS-PIEDRAS_KM3432	-69.38	-12.19	199.2	28.75	28.15	ENVISAT				
0000000000625	R_AMAZONAS_LAS-PIEDRAS_KM3519	-69.76	-12.06	229.6	28.61	27.88	ENVISAT				
0000000002000	R_AMAZONAS_ICA_KM3038	-70.34	-2.58	71.1	16.86	15.94	SENTINEL3B				
0000000002001	R_AMAZONAS_ICA_KM3044	-70.34	-2.54	71.1	16.84	15.9	SENTINEL3B				
0000000002002	R_AMAZONAS_ICA_KM3059	-70.36	-2.49	72.2	16.82	15.83	SENTINEL3B				
0000000000629	R_AMAZONAS_ENDIMARI_KM3333	-66.14	-8.8	70.2	16.96	17.04	SENTINEL3B				
0000000008529	R_PARANA_RIACHO-MONTE-LINDO-GRANDE_KM1840	-59.8	-24.74	108.6	20.27	20.51	SENTINEL3B				
0000000000765	R_AMAZONAS_ICA_KM3077	-70.46	-2.46	74	16.95	15.88	ENVISAT				
0000000001995	R_AMAZONAS_ICA_KM3082	-70.5	-2.47	74	17.01	15.92	SENTINEL3B				
0000000008545	R_PARANA_SANTA-LUCIA_KM0930	-58.99	-28.83	45.7	17.72	17.41	SENTINEL3B				
0000000000779	R_AMAZONAS_ICA_KM3142	-70.74	-2.34	76.1	17.24	15.91	JASON2				
0000000001278	R_AMAZONAS_LAS-PIEDRAS-TRIB-01_KM3399	-69.46	-12.4	197.4	28.82	28.17	SENTINEL3A				
0000000008543	R_PARANA_SANTA-LUCIA_KM0936	-58.97	-28.79	47	17.71	17.4	SENTINEL3A				
0000000000764	R_AMAZONAS_ICA_KM3149	-70.77	-2.29	77.3	17.27	15.87	ENVISAT				
0000000001277	R_AMAZONAS_LAS-PIEDRAS-TRIB-01_KM3415	-69.53	-12.4	206.1	28.84	28.12	SENTINEL3A				
0000000001283	R_AMAZONAS_LAS-PIEDRAS-TRIB-02_KM3436	-69.4	-12.16	204.5	28.75	28.15	SENTINEL3A				
0000000001280	R_AMAZONAS_LAS-PIEDRAS-TRIB-02_KM3490	-69.62	-12.03	225.1	28.75	28.12	SENTINEL3A				
0000000001985	R_AMAZONAS_ICA_KM3166	-70.88	-2.22	77.6	17.41	15.79	SENTINEL3A				
0000000000776	R_AMAZONAS_ICA_KM3176	-70.96	-2.25	77.8	17.49	15.85	JASON2				
0000000008547	R_PARANA_SANTA-LUCIA_KM1007	-58.6	-28.44	55.3	17.4	17.03	SENTINEL3B				
0000000000641	R_AMAZONAS_FRESCO_KM1388	-51.28	-7.97	233.4	-17.37	-19.99	ENVISAT				
0000000012627	R_ZAMBEZI_ZAMBEZI_KM2754	22.91	-11.86	1073.2	2.9	2.95	SENTINEL3A				
0000000001974	R_AMAZONAS_ICA_KM3177	-70.96	-2.24	77.8	17.5	15.84	JASON2				
0000000000652	R_AMAZONAS_FRESCO_KM1402	-51.36	-8.01	237.1	-17.29	-19.85	SENTINEL3B				
0000000000752	R_AMAZONAS_ICA_KM3234	-71.2	-2.37	79.1	17.8	16.18	ENVISAT				
0000000001998	R_AMAZONAS_ICA_KM3256	-71.32	-2.37	79.5	17.99	16.31	SENTINEL3B				
0000000001992	R_AMAZONAS_ICA_KM3275	-71.41	-2.34	81.1	18.14	16.37	SENTINEL3B				
0000000000750	R_AMAZONAS_ICA_KM3288	-71.49	-2.27	81.6	18.29	16.39	ENVISAT				
0000000000749	R_AMAZONAS_ICA_KM3292	-71.49	-2.3	81.6	18.29	16.44	ENVISAT				
0000000008544	R_PARANA_SANTA-LUCIA_KM1069	-58.21	-28.14	60.6	17.15	16.71	SENTINEL3A				
0000000000751	R_AMAZONAS_ICA_KM3301	-71.5	-2.35	82	18.28	16.54	ENVISAT				
0000000008546	R_PARANA_SANTA-LUCIA_KM1119	-57.84	-28.01	65.8	16.65	16.18	SENTINEL3B				
0000000001979	R_AMAZONAS_ICA_KM3370	-71.85	-2.23	88	18.92	17.01	SENTINEL3A				
0000000008539	R_PARANA_SAO-JOSE-DOS-DOURADOS_KM2628	-50.8	-20.54	329.2	-7.76	-7.75	SENTINEL3A				
0000000000767	R_AMAZONAS_ICA_KM3391	-71.93	-2.35	91.5	18.89	17.32	ENVISAT				
0000000001996	R_AMAZONAS_ICA_KM3450	-72.24	-2.43	93.7	19.19	17.94	SENTINEL3B				
0000000001287	R_AMAZONAS_LAS-PIEDRAS-TRIB-02_KM3536	-69.84	-12.06	236.3	28.53	27.73	SENTINEL3B				
0000000001312	R_AMAZONAS_MADEIRA_KM2541	-65.31	-10.09	96.9	21.2	20.3	ENVISAT				
0000000001337	R_AMAZONAS_MADEIRA_KM2542	-65.31	-10.09	96.9	21.21	20.31	JASON3				
0000000001334	R_AMAZONAS_MADEIRA_KM2543	-65.3	-10.1	96.9	21.24	20.34	JASON2				
0000000001342	R_AMAZONAS_MADEIRA_KM2570	-65.34	-10.32	102.1	22.61	21.55	SENTINEL3A				
0000000001313	R_AMAZONAS_MADEIRA_KM2574	-65.37	-10.34	104.1	22.87	21.77	ENVISAT				
0000000000766	R_AMAZONAS_ICA_KM3451	-72.24	-2.43	93.7	19.2	17.93	ENVISAT				
0000000001990	R_AMAZONAS_ICA_KM3472	-72.38	-2.49	93.7	19.25	18.24	SENTINEL3B				
0000000000754	R_AMAZONAS_ICA_KM3515	-72.64	-2.38	94.9	19.34	18.62	ENVISAT				
0000000001981	R_AMAZONAS_ICA_KM3535	-72.72	-2.39	95.9	19.36	18.77	SENTINEL3A				
0000000000753	R_AMAZONAS_ICA_KM3576	-72.95	-2.4	101.1	19.4	19.15	ENVISAT				
0000000002004	R_AMAZONAS_ICA_KM3691	-73.16	-1.8	118.7	19.29	18.78	SENTINEL3B				
0000000001993	R_AMAZONAS_ICA_KM3728	-73.31	-1.83	122.1	19.43	18.87	SENTINEL3B				
0000000000774	R_AMAZONAS_ICA_KM3757	-73.5	-1.73	130.6	19.83	19.09	ENVISAT				
0000000000770	R_AMAZONAS_ICA_KM3759	-73.52	-1.72	130.6	19.89	19.12	ENVISAT				
0000000000773	R_AMAZONAS_ICA_KM3768	-73.51	-1.66	130.6	19.9	19.15	ENVISAT				
0000000000769	R_AMAZONAS_ICA_KM3774	-73.5	-1.62	131	19.87	19.16	ENVISAT				
0000000000630	R_AMAZONAS_ENDIMARI_KM3366	-66.3	-8.78	91.2	17.61	17.69	SENTINEL3B				
0000000001463	R_AMAZONAS_MADIDI_KM3211	-67.33	-12.65	150.2	31.15	31.95	ENVISAT				
0000000001708	R_AMAZONAS_GUAINIA_KM2355	-67.14	-0.06	56.5	4.9	3.95	SENTINEL3B				
0000000001460	R_AMAZONAS_MADIDI_KM3241	-67.45	-12.74	150.8	31.11	32.01	ENVISAT				
0000000000714	R_AMAZONAS_GUARIBA_KM1874	-60.5	-7.96	49.8	1.24	-0.13	SENTINEL3B				
0000000000738	R_AMAZONAS_IACO_KM3958	-68.73	-9.19	125.1	25.18	24.46	SENTINEL3A				
0000000000649	R_AMAZONAS_FRESCO_KM1483	-51.52	-8.46	255.5	-16.84	-18.83	JASON3				
0000000000768	R_AMAZONAS_ICA_KM3791	-73.48	-1.52	131	19.85	19.22	ENVISAT				
0000000000781	R_AMAZONAS_ICA_KM3799	-73.51	-1.48	131.2	19.95	19.31	JASON2				
0000000001977	R_AMAZONAS_ICA_KM3800	-73.52	-1.48	131.2	19.95	19.32	JASON2				
0000000001988	R_AMAZONAS_ICA_KM3807	-73.54	-1.43	131.3	20.01	19.39	SENTINEL3A				
0000000001464	R_AMAZONAS_MADIDI_KM3382	-68.08	-13.16	180.1	28.51	29.76	ENVISAT				
0000000000772	R_AMAZONAS_ICA_KM3809	-73.57	-1.43	131.3	20.06	19.42	ENVISAT				
0000000001465	R_AMAZONAS_MADIDI_KM3409	-68.18	-13.21	183.6	28.05	29.12	ENVISAT				
0000000000771	R_AMAZONAS_ICA_KM3830	-73.59	-1.33	133.8	20.11	19.54	ENVISAT				
0000000001980	R_AMAZONAS_ICA_KM3898	-73.92	-1.12	142.1	20.28	19.72	SENTINEL3A				
0000000002003	R_AMAZONAS_ICA_KM3907	-73.95	-1.1	142.5	20.22	19.71	SENTINEL3B				
0000000000777	R_AMAZONAS_ICA_KM3932	-74.04	-1.03	147.1	20.07	19.64	JASON2				
0000000008540	R_PARANA_SAO-JOSE-DOS-DOURADOS_KM2630	-50.79	-20.54	329.2	-7.76	-7.76	SENTINEL3A				
0000000001429	R_AMAZONAS_MADIDI_KM3421	-68.24	-13.21	189.7	27.92	28.87	SENTINEL3B				
0000000001975	R_AMAZONAS_ICA_KM3933	-74.04	-1.04	147.1	20.07	19.64	JASON2				
0000000000755	R_AMAZONAS_ICA_KM3940	-74.09	-1.05	147.3	20.05	19.6	ENVISAT				
0000000001986	R_AMAZONAS_ICA_KM4017	-74.33	-0.76	158.6	19.55	19.34	SENTINEL3A				
0000000000756	R_AMAZONAS_ICA_KM4071	-74.49	-0.49	162.6	19.3	19.31	ENVISAT				
0000000001991	R_AMAZONAS_ICA_KM4086	-74.55	-0.41	166.5	19.25	19.33	SENTINEL3B				
0000000001427	R_AMAZONAS_MADIDI_KM3462	-68.41	-13.23	197.9	27.89	28.47	SENTINEL3A				
0000000000650	R_AMAZONAS_FRESCO_KM1530	-51.43	-8.71	266.8	-16.44	-18.08	JASON3				
0000000000651	R_AMAZONAS_FRESCO_KM1539	-51.42	-8.75	267.8	-16.37	-17.94	JASON3				
0000000000775	R_AMAZONAS_ICA_KM4103	-74.66	-0.37	168.4	19.19	19.3	ENVISAT				
0000000001999	R_AMAZONAS_ICA_KM4113	-74.71	-0.35	170	19.18	19.3	SENTINEL3B				
0000000001978	R_AMAZONAS_ICA_KM4187	-75.1	-0.08	186.2	19.1	19.58	SENTINEL3A				
0000000001461	R_AMAZONAS_MADIDI_KM3548	-68.72	-13.47	216	29.5	29.46	ENVISAT				
0000000000739	R_AMAZONAS_IACO_KM4112	-68.88	-9.86	158.8	27.06	26.13	SENTINEL3A				
0000000000758	R_AMAZONAS_ICA_KM2557	-68.07	-3.09	44.4	9.68	10.73	ENVISAT				
0000000001984	R_AMAZONAS_ICA_KM4188	-75.11	-0.08	186.2	19.11	19.59	SENTINEL3A				
0000000008541	R_PARANA_SAO-JOSE-DOS-DOURADOS_KM2704	-50.33	-20.47	347.8	-7.57	-7.62	SENTINEL3B				
0000000000743	R_AMAZONAS_ICA_KM4215	-75.29	-0.11	192.5	19.13	19.56	ENVISAT				
0000000008554	R_PARANA_TIBAGI_KM2689	-50.73	-24.02	500.6	0	0.1	SENTINEL3A				
0000000000757	R_AMAZONAS_ICA_KM4219	-75.32	-0.1	192.7	19.14	19.55	ENVISAT				
0000000001997	R_AMAZONAS_ICA_KM4252	-75.57	-0.03	198.1	18.97	19.26	SENTINEL3B				
0000000001989	R_AMAZONAS_ICA_KM4255	-75.58	-0.01	198.1	18.94	19.24	SENTINEL3B				
0000000001428	R_AMAZONAS_MADIDI_KM3558	-68.77	-13.52	216	29.99	29.82	SENTINEL3A				
0000000000645	R_AMAZONAS_FRESCO_KM1550	-51.37	-8.77	268	-16.38	-17.92	ENVISAT				
0000000000746	R_AMAZONAS_ICA_KM2585	-68.18	-3.03	45.7	9.93	10.96	ENVISAT				
0000000000785	R_AMAZONAS_ICA_KM2601	-68.28	-2.99	49.1	10.17	11.23	SENTINEL3A				
0000000000778	R_AMAZONAS_ICA_KM2615	-68.35	-2.89	49.7	10.32	11.39	JASON2				
0000000000789	R_AMAZONAS_ICA_KM2621	-68.39	-2.93	49.7	10.47	11.56	SENTINEL3B				
0000000000792	R_AMAZONAS_ICA_KM2684	-68.72	-2.89	52.5	12.13	12.94	SENTINEL3B				
0000000000745	R_AMAZONAS_ICA_KM2687	-68.75	-2.9	52.5	12.27	13.06	ENVISAT				
0000000001462	R_AMAZONAS_MADIDI_KM3577	-68.68	-13.65	243.9	29.95	29.9	ENVISAT				
0000000001456	R_AMAZONAS_MADRE-DE-DIOS_KM2585	-65.42	-10.41	108	23.36	22.17	JASON2				
0000000000345	R_AMAZONAS_MADRE-DE-DIOS_KM2632	-65.73	-10.59	115.5	24.92	23.41	SENTINEL3B				
