ID,SYEAR,EYEAR,LON,LAT,DIR
RU-Fy2,2003,2019,32.9019,56.4476,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Fy2_2003_2019.nc
RU-Fyo,2003,2019,32.92208,56.46153,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Fyo_2003_2019.nc
RU-Ha1,2003,2019,90.00215,54.72517,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Ha1_2003_2019.nc
SD-Dem,2003,2019,30.4783,13.2829,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SD-Dem_2003_2019.nc
SE-Deg,2003,2019,19.556539,64.182029,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SE-Deg_2003_2019.nc
SE-Htm,2003,2019,13.41897,56.09763,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SE-Htm_2003_2019.nc
SE-Nor,2003,2019,17.47950278,60.08649722,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SE-Nor_2003_2019.nc
SE-Svb,2003,2019,19.7745,64.25611,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SE-Svb_2003_2019.nc
SJ-Adv,2003,2019,15.923,78.186,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/SJ-Adv_2003_2019.nc
US-A03,2003,2019,-149.8823,70.4953,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-A03_2003_2019.nc
US-A32,2003,2019,-97.8198,36.8193,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-A32_2003_2019.nc
US-A74,2003,2019,-97.5489,36.8085,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-A74_2003_2019.nc
US-ADR,2003,2019,-116.6933,36.7653,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ADR_2003_2019.nc
US-ALQ,2003,2019,-89.6067,46.0308,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ALQ_2003_2019.nc
US-AR1,2003,2019,-99.42,36.4267,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-AR1_2003_2019.nc
US-AR2,2003,2019,-99.5975,36.6358,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-AR2_2003_2019.nc
US-ARb,2003,2019,-98.0402,35.5497,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ARb_2003_2019.nc
US-ARc,2003,2019,-98.04,35.54649,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ARc_2003_2019.nc
US-ASH,2003,2019,-120.201,36.1697,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ASH_2003_2019.nc
US-ASL,2003,2019,-120.1024,36.9466,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ASL_2003_2019.nc
US-ASM,2003,2019,-120.2026,36.1777,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ASM_2003_2019.nc
US-An1,2003,2019,-150.28,68.99,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-An1_2003_2019.nc
US-An2,2003,2019,-150.21,68.95,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-An2_2003_2019.nc
US-An3,2003,2019,-150.27,68.93,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-An3_2003_2019.nc
US-Atq,2003,2019,-157.4089,70.4696,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Atq_2003_2019.nc
US-Aud,2003,2019,-110.5104,31.5907,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Aud_2003_2019.nc
US-BMM,2003,2019,-110.7776,45.783,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-BMM_2003_2019.nc
US-BZB,2003,2019,-148.3208,64.6955,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-BZB_2003_2019.nc
US-BZF,2003,2019,-148.3133,64.7037,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-BZF_2003_2019.nc
US-BZS,2003,2019,-148.3235,64.6963,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-BZS_2003_2019.nc
US-Bi1,2003,2019,-121.4993,38.0992,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bi1_2003_2019.nc
US-Bi2,2003,2019,-121.5351,38.1091,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bi2_2003_2019.nc
US-Bkg,2003,2019,-96.8362,44.3453,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bkg_2003_2019.nc
US-Blk,2003,2019,-103.65,44.158,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Blk_2003_2019.nc
US-Blo,2003,2019,-120.6328,38.8953,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Blo_2003_2019.nc
US-Bn1,2003,2019,-145.3782,63.9198,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bn1_2003_2019.nc
US-Bn2,2003,2019,-145.3782,63.9198,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bn2_2003_2019.nc
US-Bn3,2003,2019,-145.7442,63.9227,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bn3_2003_2019.nc
US-Bo1,2003,2019,-88.2904,40.0062,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bo1_2003_2019.nc
US-Bo2,2003,2019,-88.29,40.009,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Bo2_2003_2019.nc
US-Br1,2003,2019,-93.6906,41.9749,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Br1_2003_2019.nc
US-Br3,2003,2019,-93.6936,41.9747,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Br3_2003_2019.nc
US-CF1,2003,2019,-117.0821,46.7815,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CF1_2003_2019.nc
US-CF2,2003,2019,-117.0908,46.784,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CF2_2003_2019.nc
US-CF3,2003,2019,-117.1261,46.7551,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CF3_2003_2019.nc
US-CF4,2003,2019,-117.1285,46.7518,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CF4_2003_2019.nc
US-CMW,2003,2019,-110.1777,31.6637,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CMW_2003_2019.nc
US-CPk,2003,2019,-106.1187,41.068,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CPk_2003_2019.nc
US-CRT,2003,2019,-83.347086,41.628495,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CRT_2003_2019.nc
US-CZ2,2003,2019,-119.2566,37.0311,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CZ2_2003_2019.nc
US-CZ3,2003,2019,-119.1951,37.0674,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CZ3_2003_2019.nc
US-CZ4,2003,2019,-118.9867,37.0675,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CZ4_2003_2019.nc
US-CaV,2003,2019,-79.4208,39.0633,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-CaV_2003_2019.nc
US-Ced,2003,2019,-74.3791,39.8379,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ced_2003_2019.nc
US-ChR,2003,2019,-84.3324,35.9311,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ChR_2003_2019.nc
US-Cop,2003,2019,-109.39,38.09,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Cop_2003_2019.nc
US-Ctn,2003,2019,-101.8466,43.95,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ctn_2003_2019.nc
US-Cwt,2003,2019,-83.4275,35.0592,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Cwt_2003_2019.nc
US-DFC,2003,2019,-89.7117,43.3448,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-DFC_2003_2019.nc
US-DPW,2003,2019,-81.4361,28.0521,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-DPW_2003_2019.nc
US-Dia,2003,2019,-121.5296,37.6773,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Dia_2003_2019.nc
US-Dix,2003,2019,-74.4346,39.9712,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Dix_2003_2019.nc
US-Dk1,2003,2019,-79.0934,35.9712,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Dk1_2003_2019.nc
US-Dk2,2003,2019,-79.1004,35.9736,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Dk2_2003_2019.nc
US-Dk3,2003,2019,-79.0942,35.9782,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Dk3_2003_2019.nc
US-EML,2003,2019,-149.2536,63.8784,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-EML_2003_2019.nc
US-Elm,2003,2019,-80.7826,25.5519,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Elm_2003_2019.nc
US-Esm,2003,2019,-80.5946,25.4379,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Esm_2003_2019.nc
US-FPe,2003,2019,-105.1019,48.3077,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-FPe_2003_2019.nc
US-FR2,2003,2019,-97.9962,29.9495,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-FR2_2003_2019.nc
US-FR3,2003,2019,-97.99,29.94,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-FR3_2003_2019.nc
US-Fcr,2003,2019,-148.9348,65.3968,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Fcr_2003_2019.nc
US-Fmf,2003,2019,-111.7273,35.1426,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Fmf_2003_2019.nc
US-Fuf,2003,2019,-111.762,35.089,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Fuf_2003_2019.nc
US-Fwf,2003,2019,-111.7718,35.4454,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Fwf_2003_2019.nc
US-GBT,2003,2019,-106.2397,41.36579,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-GBT_2003_2019.nc
US-GMF,2003,2019,-73.2333,41.9667,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-GMF_2003_2019.nc
US-Goo,2003,2019,-89.8735,34.2547,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Goo_2003_2019.nc
US-HBK,2003,2019,-71.7181,43.9397,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-HBK_2003_2019.nc
US-HRA,2003,2019,-91.7517,34.5852,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-HRA_2003_2019.nc
US-HRC,2003,2019,-91.7517,34.5888,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-HRC_2003_2019.nc
US-Ha1,2003,2019,-72.1715,42.5378,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ha1_2003_2019.nc
US-Hn2,2003,2019,-119.4641,46.6889,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Hn2_2003_2019.nc
US-Hn3,2003,2019,-119.4614,46.6878,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Hn3_2003_2019.nc
US-Ho2,2003,2019,-68.747,45.2091,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ho2_2003_2019.nc
US-Ho3,2003,2019,-68.725,45.2072,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ho3_2003_2019.nc
US-IB1,2003,2019,-88.2227,41.8593,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-IB1_2003_2019.nc
US-IB2,2003,2019,-88.24103,41.84062,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-IB2_2003_2019.nc
US-ICh,2003,2019,-149.2958,68.6068,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ICh_2003_2019.nc
US-ICs,2003,2019,-149.311,68.6058,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ICs_2003_2019.nc
US-ICt,2003,2019,-149.3041,68.6063,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ICt_2003_2019.nc
US-Ivo,2003,2019,-155.7503,68.4865,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ivo_2003_2019.nc
US-Jo1,2003,2019,-106.635,32.582,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Jo1_2003_2019.nc
US-Jo2,2003,2019,-106.6032,32.5849,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Jo2_2003_2019.nc
US-KL1,2003,2019,-85.4422,42.4847,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KL1_2003_2019.nc
US-KL2,2003,2019,-85.4467,42.4767,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KL2_2003_2019.nc
US-KL3,2003,2019,-85.4474,42.4736,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KL3_2003_2019.nc
US-KM1,2003,2019,-85.3287,42.4376,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KM1_2003_2019.nc
US-KM2,2003,2019,-85.3104,42.4427,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KM2_2003_2019.nc
US-KM3,2003,2019,-85.3097,42.444,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KM3_2003_2019.nc
US-KM4,2003,2019,-85.3301,42.4423,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KM4_2003_2019.nc
US-KUT,2003,2019,-93.1863,44.995,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-KUT_2003_2019.nc
US-LA1,2003,2019,-90.4449,29.5013,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LA1_2003_2019.nc
US-LA2,2003,2019,-90.2869,29.8587,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LA2_2003_2019.nc
US-LL1,2003,2019,-84.5329,31.2792,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LL1_2003_2019.nc
US-LL2,2003,2019,-84.4449,31.201,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LL2_2003_2019.nc
US-LL3,2003,2019,-84.4787,31.2688,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LL3_2003_2019.nc
US-LPH,2003,2019,-72.185,42.5419,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LPH_2003_2019.nc
US-LS1,2003,2019,-110.1403,31.5615,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LS1_2003_2019.nc
US-LS2,2003,2019,-110.1344,31.5659,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-LS2_2003_2019.nc
US-Lin,2003,2019,-119.8423,36.3566,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Lin_2003_2019.nc
US-MBP,2003,2019,-93.4893,47.5051,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MBP_2003_2019.nc
US-MC1,2003,2019,-114.1548,48.1873,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MC1_2003_2019.nc
US-MH1,2003,2019,-108.2414,45.9206,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MH1_2003_2019.nc
US-MRM,2003,2019,-74.0435,40.8164,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MRM_2003_2019.nc
US-MRf,2003,2019,-123.5515,44.6465,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MRf_2003_2019.nc
US-MSR,2003,2019,-111.7207,47.4758,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MSR_2003_2019.nc
US-MWA,2003,2019,-84.8539,42.2143,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MWA_2003_2019.nc
US-MWF,2003,2019,-85.3526,42.366,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MWF_2003_2019.nc
US-Me2,2003,2019,-121.5574,44.4523,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Me2_2003_2019.nc
US-Me3,2003,2019,-121.6078,44.3154,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Me3_2003_2019.nc
US-Me6,2003,2019,-121.6078,44.3232842,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Me6_2003_2019.nc
US-Mj1,2003,2019,-109.6137,46.9948,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Mj1_2003_2019.nc
US-Mj2,2003,2019,-109.6295,46.9957,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Mj2_2003_2019.nc
US-Mpj,2003,2019,-106.2377,34.43845,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Mpj_2003_2019.nc
US-MtB,2003,2019,-110.72555,32.41635,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-MtB_2003_2019.nc
US-Myb,2003,2019,-121.765093333333,37.0499886666667,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Myb_2003_2019.nc
US-NGC,2003,2019,-163.7008,64.8614,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-NGC_2003_2019.nc
US-ONA,2003,2019,-81.9509,27.3836,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ONA_2003_2019.nc
US-ORv,2003,2019,-83.0183,40.0201,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-ORv_2003_2019.nc
US-OWC,2003,2019,-82.5125,41.3795,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-OWC_2003_2019.nc
US-Oho,2003,2019,-83.8438,41.5545,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Oho_2003_2019.nc
US-PFa,2003,2019,-90.2723,45.9459,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-PFa_2003_2019.nc
US-PHM,2003,2019,-70.8301,42.7423,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-PHM_2003_2019.nc
US-PSH,2003,2019,-119.9247,36.2347,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-PSH_2003_2019.nc
US-PSL,2003,2019,-120.1397,36.8276,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-PSL_2003_2019.nc
US-Rls,2003,2019,-116.7356,43.1439,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rls_2003_2019.nc
US-Rms,2003,2019,-116.7486,43.0645,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rms_2003_2019.nc
US-Ro1,2003,2019,-93.0898,44.7143,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro1_2003_2019.nc
US-Ro2,2003,2019,-93.0888,44.7288,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro2_2003_2019.nc
US-Ro3,2003,2019,-93.0893,44.7217,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro3_2003_2019.nc
US-Ro4,2003,2019,-93.0723,44.6781,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro4_2003_2019.nc
US-Ro5,2003,2019,-93.0576,44.691,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro5_2003_2019.nc
US-Ro6,2003,2019,-93.0578,44.6946,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ro6_2003_2019.nc
US-Rpf,2003,2019,-147.429,65.1198,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rpf_2003_2019.nc
US-Rwe,2003,2019,-116.7591,43.0653,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rwe_2003_2019.nc
US-Rwf,2003,2019,-116.7231,43.1207,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rwf_2003_2019.nc
US-Rws,2003,2019,-116.7132,43.1675,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Rws_2003_2019.nc
US-SCd,2003,2019,-116.3721,33.6518,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SCd_2003_2019.nc
US-SCf,2003,2019,-116.7717,33.8079,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SCf_2003_2019.nc
US-SCg,2003,2019,-117.6946,33.7365,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SCg_2003_2019.nc
US-SCs,2003,2019,-117.6959,33.7343,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SCs_2003_2019.nc
US-SCw,2003,2019,-116.4527,33.6047,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SCw_2003_2019.nc
US-SFP,2003,2019,-96.902,43.2408,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SFP_2003_2019.nc
US-SO2,2003,2019,-116.6228,33.3738,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SO2_2003_2019.nc
US-SO3,2003,2019,-116.6226,33.3771,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SO3_2003_2019.nc
US-SO4,2003,2019,-116.6406,33.3845,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SO4_2003_2019.nc
US-SP1,2003,2019,-82.2188,29.7381,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SP1_2003_2019.nc
US-SP2,2003,2019,-82.2448,29.7648,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SP2_2003_2019.nc
US-SP3,2003,2019,-82.1633,29.7548,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SP3_2003_2019.nc
US-SRC,2003,2019,-110.8395,31.9083,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SRC_2003_2019.nc
US-SRG,2003,2019,-110.827675,31.789379,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SRG_2003_2019.nc
US-SRM,2003,2019,-110.8661,31.8214,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SRM_2003_2019.nc
US-SRS,2003,2019,-110.8508,31.8173,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SRS_2003_2019.nc
US-SdH,2003,2019,-101.4072,42.0693,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-SdH_2003_2019.nc
US-Seg,2003,2019,-106.70195,34.3623,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Seg_2003_2019.nc
US-Ses,2003,2019,-106.7442,34.3349,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Ses_2003_2019.nc
US-Skr,2003,2019,-81.0776,25.3629,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Skr_2003_2019.nc
US-Slt,2003,2019,-74.596,39.9138,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Slt_2003_2019.nc
US-Snd,2003,2019,-121.754,38.0366,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Snd_2003_2019.nc
US-Sne,2003,2019,-121.7547,38.0369,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Sne_2003_2019.nc
US-Snf,2003,2019,-121.7272,38.0402,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Snf_2003_2019.nc
US-Srr,2003,2019,-122.0264,38.2006,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Srr_2003_2019.nc
US-Sta,2003,2019,-106.8024,41.3966,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Sta_2003_2019.nc
US-Tw1,2003,2019,-121.6469,38.1074,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Tw1_2003_2019.nc
US-Tw3,2003,2019,-121.6467,38.1159,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/US-Tw3_2003_2019.nc
